"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"2754",">=200",10,"taking credits","car purchase",1312,">=1000","1<=X<4",4,"male","guarantor",4,"car",28,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2755","0<=X<200",36,"paid fully","consumer goods",3804,"<100","1<=X<4",4,"female","none",1,"car",42,"stores","own",1,"skilled","1","yes","yes","bad"
"2756","<0",20,"paid fully","consumer goods",1580,"<100","1<=X<4",4,"male","none",3,"car",40,"bank","own",1,"skilled","1","no","yes","bad"
"2757","<0",16,"delayed previously","education",2579,"500<=X<1000","0<X<1",4,"male","none",3,"real estate",37,"bank","own",1,"unskilled resident","2","no","yes","bad"
"2758","0<=X<200",12,"taking credits","consumer goods",1922,"<100","1<=X<4",4,"male","none",2,"life insurance",37,"stores","own",2,"unskilled resident","1","no","yes","bad"
"2759","0<=X<200",47,"taking credits","education",6872,"<100","4<=X<7",4,"male","none",4,"life insurance",37,"stores","for free",1,"skilled","1","no","yes","bad"
"2760","0<=X<200",13,"paid fully","retraining",5136,"<100","0<X<1",2.27,"female","none",4,"life insurance",68,"bank","for free",1,"high qualified","2","no","yes","bad"
"2761","<0",24,"taking credits","consumer goods",1938,"<100","0<X<1",4,"male","none",3,"life insurance",32,"stores","own",1,"skilled","1","no","yes","bad"
"2762","<0",18,"taking credits","consumer goods",4153,"<100","1<=X<4",2,"male","co applicant",3,"car",42,"stores","own",1,"skilled","1","no","yes","bad"
"2763","<0",14,"taking credits","retraining",3380,"<100",">=7",3.82,"male","none",4,"life insurance",36,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2764",">=200",30,"taking credits","consumer goods",3347,"<100","4<=X<7",4,"male","none",2,"car",33,"stores","own",1,"high qualified","1","yes","yes","bad"
"2765","<0",41,"paid fully","consumer goods",6855,"<100","0<X<1",2.48,"male","none",2,"life insurance",59,"bank","own",1,"skilled","1","yes","yes","bad"
"2766","<0",43,"taking credits","consumer goods",7145,">=1000","4<=X<7",3.51,"female","guarantor",3,"car",31,"stores","own",1,"high qualified","1","yes","yes","bad"
"2767","<0",21,"paid fully","car purchase",1647,"no known savings","1<=X<4",4,"male","none",2,"life insurance",40,"stores","own",2,"unskilled resident","2","no","yes","bad"
"2768","0<=X<200",24,"taking credits","car purchase",4113,"500<=X<1000","0<X<1",3,"female","none",4,"car",28,"stores","rent",1,"skilled","1","no","yes","bad"
"2769","0<=X<200",36,"paid fully","business",1953,"<100",">=7",4,"male","none",4,"unknown",61,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2770","0<=X<200",28,"taking credits","repairs",11849,"<100","4<=X<7",1,"female","none",2,"life insurance",30,"stores","own",1,"skilled","1","no","yes","bad"
"2771","0<=X<200",12,"taking credits","car purchase",685,"<100","4<=X<7",2,"male","none",3,"car",25,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2772","<0",18,"taking credits","car purchase",1216,"<100","0<X<1",4,"female","none",3,"car",23,"stores","rent",1,"skilled","1","yes","yes","bad"
"2773","0<=X<200",11,"taking credits","consumer goods",904,">=1000","1<=X<4",4,"male","none",2,"car",24,"stores","own",1,"skilled","1","no","yes","bad"
"2774","no checking",26,"delayed previously","car purchase",2562,"<100","1<=X<4",3.25,"female","none",3,"unknown",28,"stores","own",1,"skilled","1","no","yes","bad"
"2775","<0",26,"taking credits","car purchase",2427,"<100","4<=X<7",4,"female","none",4,"real estate",31,"stores","own",1,"skilled","1","no","yes","bad"
"2776",">=200",21,"delayed previously","other",3593,"100<=X<500","0<X<1",2.23,"male","guarantor",4,"car",31,"stores","own",2,"skilled","1","no","yes","bad"
"2777","<0",24,"taking credits","car purchase",3123,"<100","0<X<1",4,"female","none",1,"life insurance",27,"stores","own",1,"skilled","1","no","yes","bad"
"2778","<0",36,"delayed previously","other",9352,"<100","4<=X<7",2.45,"male","none",2,"car",24,"stores","own",1,"skilled","1","yes","yes","bad"
"2779","0<=X<200",23,"critical","other",1215,"100<=X<500","0<X<1",4,"male","none",4,"life insurance",39,"bank","own",2,"high qualified","2","no","yes","bad"
"2780","<0",28,"taking credits","consumer goods",3346,"<100","0<X<1",3.9,"male","none",2,"car",35,"stores","own",1,"high qualified","1","yes","yes","bad"
"2781","0<=X<200",48,"delayed previously","education",11871,"<100","4<=X<7",2,"male","guarantor",4,"car",34,"stores","own",2,"high qualified","1","no","yes","bad"
"2782","<0",12,"taking credits","car purchase",1274,"<100","0<X<1",3,"female","none",1,"real estate",37,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2783","0<=X<200",24,"taking credits","retraining",11567,"<100","1<=X<4",1,"female","none",4,"car",23,"stores","own",2,"high qualified","1","no","yes","bad"
"2784","0<=X<200",22,"delayed previously","car purchase",1251,"500<=X<1000","4<=X<7",3.48,"male","none",2,"unknown",24,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2785","0<=X<200",48,"taking credits","retraining",10279,"<100","4<=X<7",3.84,"male","none",4,"life insurance",38,"stores","for free",3,"skilled","2","yes","yes","bad"
"2786","<0",12,"delayed previously","car purchase",762,"<100","4<=X<7",4,"male","none",2,"unknown",27,"bank","own",1,"skilled","1","no","yes","bad"
"2787","0<=X<200",28,"taking credits","other",3085,"100<=X<500","4<=X<7",3,"male","none",2,"car",28,"stores","own",1,"skilled","1","no","yes","bad"
"2788","<0",6,"taking credits","car purchase",14896,">=1000",">=7",1,"male","none",4,"unknown",68,"bank","own",1,"high qualified","1","yes","yes","bad"
"2789","<0",17,"paid fully","consumer goods",1195,"<100",">=7",2.23,"female","co applicant",4,"unknown",31,"stores","own",2,"skilled","1","no","yes","bad"
"2790","<0",24,"paid fully","education",3552,"<100","4<=X<7",3,"male","none",4,"car",27,"bank","own",1,"skilled","1","no","yes","bad"
"2791",">=200",18,"taking credits","consumer goods",2864,"<100","1<=X<4",2,"male","none",1,"real estate",34,"stores","own",1,"unskilled resident","2","no","yes","bad"
"2792",">=200",35,"delayed previously","car purchase",3350,"<100","1<=X<4",3.92,"female","none",2,"car",28,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2793","<0",18,"taking credits","consumer goods",2600,"<100","1<=X<4",4,"male","none",4,"unknown",65,"stores","for free",2,"skilled","1","no","yes","bad"
"2794","<0",12,"paid fully","consumer goods",6199,"<100","1<=X<4",4,"male","none",2,"life insurance",28,"stores","rent",2,"skilled","1","yes","yes","bad"
"2795","0<=X<200",18,"critical","consumer goods",1245,"<100","1<=X<4",4,"male","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"2796","<0",12,"critical","consumer goods",2246,"<100",">=7",3,"male","none",4,"life insurance",60,"stores","own",2,"skilled","1","no","yes","bad"
"2797",">=200",10,"taking credits","car purchase",1240,"100<=X<500",">=7",1,"female","none",4,"unknown",48,"stores","for free",1,"unskilled resident","2","no","yes","bad"
"2798",">=200",48,"critical","car purchase",10160,"500<=X<1000","1<=X<4",2.39,"male","none",2,"unknown",43,"bank","for free",1,"skilled","1","no","yes","bad"
"2799","<0",18,"taking credits","consumer goods",766,"<100","0",4,"female","none",3,"car",28,"stores","own",1,"skilled","1","no","yes","bad"
"2800","0<=X<200",11,"taking credits","consumer goods",955,"<100","4<=X<7",2.19,"male","none",2,"car",31,"stores","own",1,"skilled","1","no","no","bad"
"2801","<0",24,"delayed previously","consumer goods",3125,"<100","4<=X<7",4,"female","none",1,"life insurance",27,"stores","own",1,"skilled","1","no","yes","bad"
"2802","<0",12,"critical","consumer goods",2240,"<100","0<X<1",2.83,"male","none",3,"life insurance",54,"bank","own",2,"skilled","1","no","yes","bad"
"2803","<0",38,"critical","consumer goods",4290,"500<=X<1000","1<=X<4",1.69,"female","none",4,"car",23,"stores","own",2,"skilled","1","no","yes","bad"
"2804","<0",24,"critical","car purchase",3575,"500<=X<1000","4<=X<7",2.66,"male","none",4,"car",28,"bank","own",1,"skilled","1","no","yes","bad"
"2805","<0",24,"paid fully","consumer goods",1546,"<100","4<=X<7",4,"male","guarantor",4,"car",24,"bank","rent",1,"unskilled resident","1","no","yes","bad"
"2806","0<=X<200",36,"paid fully","business",1953,"<100",">=7",4,"male","none",4,"unknown",61,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2807","0<=X<200",11,"taking credits","car purchase",679,"<100","1<=X<4",2.4,"male","none",3,"car",26,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2808","<0",14,"critical","consumer goods",1516,"<100","4<=X<7",2.5,"male","none",2,"car",33,"bank","own",2,"high qualified","1","no","yes","bad"
"2809","0<=X<200",12,"taking credits","car purchase",1223,"<100",">=7",1,"male","none",1,"real estate",46,"stores","rent",2,"skilled","1","no","yes","bad"
"2810","0<=X<200",34,"critical","consumer goods",8165,"100<=X<500","0<X<1",2,"male","none",3,"car",44,"stores","own",3,"high qualified","1","no","yes","bad"
"2811",">=200",18,"critical","consumer goods",2775,"500<=X<1000","4<=X<7",2.04,"male","none",2,"car",32,"bank","own",2,"skilled","1","no","yes","bad"
"2812","<0",18,"taking credits","consumer goods",1217,"<100","1<=X<4",4,"male","none",3,"real estate",47,"stores","own",1,"unskilled resident","1","yes","yes","bad"
"2813","0<=X<200",43,"taking credits","other",3069,"<100","4<=X<7",3.49,"male","none",4,"unknown",28,"stores","own",2,"skilled","1","no","yes","bad"
"2814","0<=X<200",16,"paid fully","car purchase",1453,"<100","1<=X<4",3.46,"male","none",3,"unknown",30,"stores","for free",2,"unskilled foreign","2","no","yes","bad"
"2815","<0",45,"paid fully","business",11816,"<100",">=7",2,"male","none",4,"car",29,"stores","rent",2,"skilled","1","no","yes","bad"
"2816","0<=X<200",15,"paid fully","car purchase",6850,"100<=X<500","0",1,"male","none",2,"life insurance",34,"stores","own",1,"high qualified","2","yes","yes","bad"
"2817","<0",24,"taking credits","consumer goods",2359,"100<=X<500","0",1,"male","none",1,"life insurance",33,"stores","own",1,"skilled","1","no","yes","bad"
"2818","<0",14,"taking credits","car purchase",733,"100<=X<500","0<X<1",4,"male","none",2,"unknown",31,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2819","0<=X<200",48,"taking credits","consumer goods",10155,"<100","4<=X<7",2.74,"male","none",3,"life insurance",34,"stores","for free",2,"skilled","2","yes","yes","bad"
"2820","<0",18,"taking credits","consumer goods",1103,"<100","0",4,"female","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"2821","<0",42,"taking credits","consumer goods",7174,"no known savings","4<=X<7",4,"female","none",3,"car",30,"stores","own",1,"high qualified","1","yes","yes","bad"
"2822","<0",28,"taking credits","consumer goods",3346,"<100","0<X<1",4,"male","none",2,"car",35,"stores","own",1,"high qualified","1","yes","yes","bad"
"2823","0<=X<200",52,"delayed previously","consumer goods",15381,"500<=X<1000","1<=X<4",2.33,"male","none",3,"car",35,"bank","for free",1,"high qualified","1","yes","yes","bad"
"2824","<0",18,"taking credits","consumer goods",1345,"<100","1<=X<4",4,"male","none",3,"real estate",26,"bank","own",1,"skilled","1","no","yes","bad"
"2825","0<=X<200",24,"taking credits","retraining",12580,"500<=X<1000","0<X<1",3.95,"female","none",2,"unknown",44,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2826","0<=X<200",48,"paid fully","other",18424,"<100","1<=X<4",1,"female","none",2,"life insurance",32,"bank","own",1,"high qualified","1","yes","no","bad"
"2827","0<=X<200",32,"critical","other",8366,"<100","4<=X<7",2.4,"male","none",3,"life insurance",48,"stores","for free",1,"skilled","1","no","yes","bad"
"2828","<0",18,"taking credits","car purchase",7511,"no known savings",">=7",1,"male","none",4,"life insurance",51,"stores","for free",1,"skilled","2","yes","yes","bad"
"2829",">=200",18,"delayed previously","consumer goods",2580,"500<=X<1000","0<X<1",4,"male","none",2,"real estate",38,"bank","own",1,"unskilled resident","2","no","yes","bad"
"2830","<0",12,"taking credits","education",795,"<100","0<X<1",4,"female","none",4,"life insurance",53,"stores","own",1,"skilled","1","no","yes","bad"
"2831","<0",26,"taking credits","consumer goods",2374,"100<=X<500",">=7",1.93,"female","none",2,"life insurance",30,"stores","own",1,"skilled","1","no","yes","bad"
"2832","<0",12,"taking credits","consumer goods",1282,"<100","1<=X<4",2.06,"female","none",4,"car",21,"stores","own",1,"skilled","1","no","yes","bad"
"2833","<0",28,"taking credits","consumer goods",4822,"<100","4<=X<7",2.18,"male","co applicant",3,"car",31,"bank","own",1,"high qualified","1","yes","yes","bad"
"2834","0<=X<200",12,"taking credits","consumer goods",891,"<100","0<X<1",4,"male","none",4,"car",40,"bank","own",1,"unskilled foreign","2","no","yes","bad"
"2835","0<=X<200",40,"taking credits","car purchase",14220,"<100","0<X<1",2.9,"male","none",2,"life insurance",26,"stores","own",1,"high qualified","1","yes","yes","bad"
"2836","0<=X<200",30,"critical","car purchase",5234,"<100","0",4,"male","none",2,"car",28,"stores","own",2,"high qualified","1","no","yes","bad"
"2837","<0",29,"taking credits","consumer goods",2409,"<100","4<=X<7",4,"female","none",4,"real estate",24,"stores","own",1,"skilled","1","no","yes","bad"
"2838","<0",12,"taking credits","car purchase",759,"<100","4<=X<7",4,"male","none",2,"real estate",26,"stores","own",1,"skilled","1","no","yes","bad"
"2839","0<=X<200",39,"taking credits","education",6330,">=1000","0<X<1",4,"male","none",4,"life insurance",34,"stores","for free",1,"skilled","1","no","yes","bad"
"2840","0<=X<200",24,"critical","consumer goods",4774,"<100","4<=X<7",2,"male","guarantor",4,"car",28,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2841","<0",48,"taking credits","consumer goods",3928,"<100","1<=X<4",4,"male","none",4,"unknown",44,"bank","for free",1,"skilled","2","no","yes","bad"
"2842","<0",36,"taking credits","consumer goods",2302,"<100","0<X<1",4,"male","none",4,"car",31,"stores","rent",1,"skilled","1","no","yes","bad"
"2843","<0",24,"paid fully","car purchase",1193,"<100","0",1,"female","co applicant",4,"unknown",29,"stores","rent",2,"unskilled foreign","1","no","yes","bad"
"2844","<0",44,"taking credits","repairs",4603,"<100","0<X<1",2.84,"male","none",4,"life insurance",29,"stores","for free",2,"high qualified","2","no","yes","bad"
"2845","<0",30,"taking credits","car purchase",4000,"<100","1<=X<4",3.15,"male","none",2,"car",43,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2846","<0",24,"taking credits","consumer goods",1824,"<100",">=7",3.9,"male","none",2,"car",30,"stores","own",1,"high qualified","2","no","yes","bad"
"2847","0<=X<200",19,"delayed previously","car purchase",1332,"<100",">=7",3.23,"male","none",2,"life insurance",35,"stores","for free",2,"skilled","2","no","yes","bad"
"2848","<0",24,"taking credits","car purchase",1381,">=1000","1<=X<4",3.81,"female","none",2,"life insurance",34,"stores","own",1,"skilled","1","no","yes","bad"
"2849","no checking",10,"taking credits","car purchase",1309,"no known savings","1<=X<4",4,"male","guarantor",3,"life insurance",27,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2850","no checking",48,"taking credits","business",3914,"no known savings","1<=X<4",4,"male","none",2,"real estate",38,"bank","own",1,"skilled","1","no","yes","bad"
"2851","0<=X<200",48,"taking credits","consumer goods",10961,">=1000","4<=X<7",1,"male","co applicant",2,"unknown",27,"bank","own",2,"skilled","1","yes","yes","bad"
"2852",">=200",46,"taking credits","business",3899,">=1000","1<=X<4",4,"female","none",2,"unknown",39,"bank","own",1,"skilled","1","no","yes","bad"
"2853","0<=X<200",32,"critical","other",8366,"<100","4<=X<7",2.4,"male","none",3,"life insurance",48,"stores","for free",1,"skilled","1","no","yes","bad"
"2854","0<=X<200",12,"delayed previously","car purchase",675,"<100","1<=X<4",2.34,"male","none",3,"car",25,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2855","0<=X<200",21,"critical","other",2543,"500<=X<1000","1<=X<4",3.04,"male","none",2,"life insurance",27,"stores","own",2,"unskilled resident","1","no","yes","bad"
"2856","<0",23,"taking credits","car purchase",1381,">=1000","1<=X<4",3.81,"female","none",2,"life insurance",34,"stores","own",1,"skilled","1","no","yes","bad"
"2857",">=200",18,"taking credits","consumer goods",2100,"<100","1<=X<4",4,"male","co applicant",2,"real estate",37,"stores","own",1,"skilled","1","no","yes","bad"
